Segment,City,State,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost
Consumer,New York City,New York,Furniture,Bookcases,242.352,3,0.2,9.0882,233.2638
Corporate,Providence,Rhode Island,Office Supplies,Supplies,695.16,6,0.0,34.758,660.4019999999999
Corporate,Providence,Rhode Island,Furniture,Bookcases,220.98,1,0.0,50.8254,170.1546
Home Office,Columbus,Ohio,Office Supplies,Binders,12.957,7,0.7,-9.5018,22.4588
Consumer,New York City,New York,Office Supplies,Paper,25.68,6,0.0,11.556,14.124
Corporate,Houston,Texas,Office Supplies,Labels,15.712,4,0.2,5.6956,10.0164
Home Office,Aurora,Illinois,Office Supplies,Storage,298.464,6,0.2,26.1156,272.34839999999997
Consumer,Springfield,Missouri,Office Supplies,Paper,21.93,3,0.0,10.0878,11.8422
Consumer,Springfield,Missouri,Office Supplies,Storage,242.94,3,0.0,4.8588,238.0812
Consumer,Springfield,Missouri,Office Supplies,Paper,7.64,1,0.0,3.7436,3.8964
Consumer,Springfield,Missouri,Office Supplies,Paper,51.84,8,0.0,25.4016,26.438400000000005
Consumer,Springfield,Missouri,Office Supplies,Storage,265.17,1,0.0,47.7306,217.4394
Consumer,Seattle,Washington,Technology,Machines,837.6,3,0.2,62.82,774.78
Consumer,Seattle,Washington,Office Supplies,Envelopes,135.9,5,0.0,63.873,72.02700000000002
Consumer,Seattle,Washington,Office Supplies,Paper,34.68,6,0.0,16.9932,17.686799999999998
Consumer,Seattle,Washington,Furniture,Chairs,532.704,6,0.2,-39.9528,572.6568
Consumer,Seattle,Washington,Office Supplies,Appliances,43.1,5,0.0,11.206,31.894000000000002
Consumer,Seattle,Washington,Office Supplies,Supplies,15.88,4,0.0,0.1588,15.721200000000001
Corporate,Lakeland,Florida,Furniture,Chairs,1123.92,5,0.2,-182.637,1306.557
Corporate,Lakeland,Florida,Technology,Phones,249.584,2,0.2,31.198,218.386
Corporate,Lakeland,Florida,Furniture,Furnishings,48.672,3,0.2,7.3008,41.371199999999995
Corporate,Lakeland,Florida,Office Supplies,Art,60.768,2,0.2,7.596,53.172
Corporate,Lakeland,Florida,Office Supplies,Binders,78.6,5,0.7,-62.88,141.48
Corporate,Lakeland,Florida,Office Supplies,Binders,3.768,2,0.7,-3.14,6.9079999999999995
Corporate,Lakeland,Florida,Office Supplies,Storage,1036.624,2,0.2,51.8312,984.7928
Corporate,Lakeland,Florida,Office Supplies,Storage,563.808,4,0.2,21.1428,542.6652
Consumer,Philadelphia,Pennsylvania,Technology,Phones,258.528,2,0.4,-47.3968,305.9248
Consumer,New York City,New York,Office Supplies,Paper,49.12,4,0.0,23.0864,26.033599999999996
Home Office,Los Angeles,California,Furniture,Furnishings,44.46,2,0.0,14.6718,29.788200000000003
Home Office,Los Angeles,California,Furniture,Chairs,241.568,2,0.2,18.1176,223.4504
Home Office,Los Angeles,California,Technology,Accessories,395.0,5,0.0,39.5,355.5
Home Office,Los Angeles,California,Technology,Phones,627.168,4,0.2,70.5564,556.6116
Corporate,Oceanside,New York,Furniture,Furnishings,13.28,2,0.0,6.3744,6.9056
Corporate,Oceanside,New York,Office Supplies,Binders,12.672,3,0.2,4.4352,8.2368
Home Office,Dallas,Texas,Office Supplies,Binders,30.56,5,0.8,-45.84,76.4
Home Office,Dallas,Texas,Office Supplies,Storage,77.952,3,0.2,-15.5904,93.5424
Home Office,Dallas,Texas,Technology,Phones,67.992,1,0.2,8.499,59.493
Home Office,Dallas,Texas,Office Supplies,Envelopes,12.224,2,0.2,4.4312,7.792800000000001
Home Office,Dallas,Texas,Technology,Accessories,44.784,2,0.2,-0.5598,45.3438
Home Office,Dallas,Texas,Furniture,Furnishings,22.848,3,0.6,-17.7072,40.5552
Consumer,New York City,New York,Office Supplies,Appliances,206.43,3,0.0,90.8292,115.6008
Corporate,San Antonio,Texas,Office Supplies,Binders,210.392,2,0.8,-336.6272,547.0192
Consumer,Cincinnati,Ohio,Technology,Accessories,119.96,5,0.2,35.988,83.972
Consumer,Cincinnati,Ohio,Office Supplies,Art,10.608,6,0.2,0.9282,9.6798
Corporate,Austin,Texas,Furniture,Chairs,347.802,7,0.3,-24.843,372.64500000000004
Corporate,Seattle,Washington,Furniture,Chairs,963.136,4,0.2,108.3528,854.7832
Corporate,Seattle,Washington,Technology,Phones,88.776,3,0.2,7.7679,81.0081
Corporate,Los Angeles,California,Office Supplies,Art,32.4,5,0.0,10.368,22.031999999999996
Home Office,New York City,New York,Office Supplies,Paper,32.4,5,0.0,15.552,16.848
Consumer,Seattle,Washington,Office Supplies,Labels,31.05,3,0.0,14.904,16.146
Consumer,Newark,Ohio,Technology,Accessories,2025.36,6,0.2,607.608,1417.752
Consumer,Newark,Ohio,Technology,Machines,1799.994,2,0.7,-2639.9912,4439.9852
Consumer,Newark,Ohio,Technology,Phones,101.988,2,0.4,-16.998,118.986
Consumer,Newark,Ohio,Furniture,Furnishings,262.864,7,0.2,69.0018,193.86219999999997
Corporate,Maple Grove,Minnesota,Office Supplies,Binders,735.98,2,0.0,331.191,404.78900000000004
Home Office,Glendale,Arizona,Office Supplies,Paper,93.024,3,0.2,33.7212,59.3028
Corporate,New York City,New York,Furniture,Tables,284.364,2,0.4,-75.8304,360.1944
Corporate,New York City,New York,Technology,Accessories,26.0,2,0.0,11.7,14.3
Consumer,Jacksonville,North Carolina,Office Supplies,Storage,67.64,5,0.2,5.9185,61.7215
Consumer,Jacksonville,North Carolina,Technology,Accessories,119.976,3,0.2,-17.9964,137.9724
Consumer,Houston,Texas,Office Supplies,Binders,5.18,5,0.8,-8.029,13.209
Consumer,San Francisco,California,Office Supplies,Envelopes,15.56,2,0.0,7.3132,8.2468
Consumer,San Francisco,California,Office Supplies,Envelopes,78.35,5,0.0,36.8245,41.525499999999994
Consumer,San Francisco,California,Office Supplies,Art,59.52,3,0.0,15.4752,44.0448
Consumer,San Francisco,California,Office Supplies,Paper,38.52,9,0.0,17.334,21.186000000000003
Consumer,San Francisco,California,Technology,Phones,239.984,2,0.2,23.9984,215.9856
Consumer,San Francisco,California,Office Supplies,Paper,19.35,3,0.0,9.4815,9.868500000000001
Consumer,Lansing,Michigan,Furniture,Furnishings,67.0,5,0.0,32.16,34.84
Corporate,Tallahassee,Florida,Furniture,Chairs,390.272,8,0.2,-24.392,414.664
Corporate,Tallahassee,Florida,Office Supplies,Paper,62.192,13,0.2,19.435,42.757000000000005
Consumer,Columbia,South Carolina,Office Supplies,Binders,23.88,6,0.0,11.2236,12.6564
Consumer,Chicago,Illinois,Office Supplies,Binders,3.168,2,0.8,-4.752,7.92
Consumer,Chicago,Illinois,Furniture,Chairs,528.43,5,0.3,0.0,528.43
Consumer,Chicago,Illinois,Office Supplies,Art,13.392,3,0.2,1.5066,11.885399999999999
Consumer,Detroit,Michigan,Office Supplies,Art,181.86,7,0.0,50.9208,130.93920000000003
Consumer,Fort Collins,Colorado,Furniture,Bookcases,180.588,2,0.7,-240.784,421.37199999999996
Consumer,Fort Collins,Colorado,Technology,Accessories,47.984,2,0.2,0.5998,47.3842
Consumer,New York City,New York,Office Supplies,Paper,18.76,2,0.0,9.0048,9.755200000000002
Corporate,New York City,New York,Furniture,Furnishings,20.94,3,0.0,6.0726,14.8674
Corporate,New York City,New York,Furniture,Furnishings,58.68,2,0.0,18.1908,40.4892
Corporate,New York City,New York,Office Supplies,Appliances,254.9,5,0.0,68.823,186.077
Corporate,Columbia,Maryland,Office Supplies,Binders,9.64,2,0.0,4.4344,5.2056000000000004
Corporate,Columbia,Maryland,Technology,Accessories,826.62,3,0.0,355.4466,471.1734
Corporate,Columbia,Maryland,Office Supplies,Storage,1633.14,9,0.0,473.6106,1159.5294000000001
Corporate,Columbia,Maryland,Office Supplies,Storage,544.38,3,0.0,157.8702,386.5098
Corporate,Houston,Texas,Office Supplies,Binders,26.046,3,0.8,-44.2782,70.32419999999999
Corporate,Houston,Texas,Office Supplies,Envelopes,74.352,3,0.2,26.9526,47.3994
Corporate,Lowell,Massachusetts,Technology,Phones,69.93,7,0.0,32.1678,37.76220000000001
Corporate,Woodland,California,Office Supplies,Labels,3.75,1,0.0,1.8,1.95
Corporate,Woodland,California,Office Supplies,Binders,20.928,4,0.2,7.5864,13.3416
Home Office,Chicago,Illinois,Office Supplies,Storage,12.672,3,0.2,-3.168,15.84
Corporate,New York City,New York,Technology,Phones,65.99,1,0.0,17.1574,48.8326
Corporate,Missouri City,Texas,Office Supplies,Binders,6.37,7,0.8,-9.555,15.925
Consumer,Houston,Texas,Office Supplies,Binders,3.648,3,0.8,-6.0192,9.6672
Consumer,Houston,Texas,Office Supplies,Paper,31.104,6,0.2,10.8864,20.217599999999997
Home Office,Jackson,Mississippi,Office Supplies,Fasteners,23.34,3,0.0,0.2334,23.1066
Corporate,New York City,New York,Technology,Phones,29.97,3,0.0,14.0859,15.884099999999998
Consumer,Tempe,Arizona,Office Supplies,Binders,3.366,3,0.7,-2.244,5.61
Consumer,Jacksonville,North Carolina,Technology,Phones,95.968,4,0.2,9.5968,86.3712
Corporate,Philadelphia,Pennsylvania,Office Supplies,Art,18.704,7,0.2,2.338,16.366
Consumer,Akron,Ohio,Furniture,Furnishings,149.232,3,0.2,3.7308,145.5012
Consumer,Akron,Ohio,Office Supplies,Paper,15.936,4,0.2,5.7768,10.1592
Consumer,San Diego,California,Technology,Phones,601.536,8,0.2,60.1536,541.3824
Consumer,San Diego,California,Technology,Accessories,10.99,1,0.0,4.2861,6.7039
Consumer,San Diego,California,Furniture,Furnishings,39.88,2,0.0,11.1664,28.713600000000003
Consumer,San Diego,California,Office Supplies,Paper,62.24,8,0.0,28.008,34.232
Consumer,San Diego,California,Furniture,Furnishings,53.2,5,0.0,14.896,38.304
Consumer,San Diego,California,Office Supplies,Labels,39.84,8,0.0,18.3264,21.513600000000004
Corporate,Fresno,California,Technology,Accessories,349.95,5,0.0,118.983,230.96699999999998
Corporate,Fresno,California,Technology,Phones,377.928,9,0.2,141.723,236.20499999999998
Corporate,Pearland,Texas,Office Supplies,Envelopes,13.392,3,0.2,5.022,8.37
Corporate,Pearland,Texas,Office Supplies,Binders,11.228,7,0.8,-18.5262,29.754199999999997
Consumer,Richmond,Indiana,Office Supplies,Appliances,207.24,11,0.0,58.0272,149.21280000000002
Corporate,Philadelphia,Pennsylvania,Office Supplies,Art,1.504,1,0.2,0.1692,1.3348
Corporate,Philadelphia,Pennsylvania,Office Supplies,Appliances,34.848,2,0.2,6.534,28.314
Consumer,San Mateo,California,Office Supplies,Labels,75.18,6,0.0,35.3346,39.845400000000005
Consumer,Oakland,California,Technology,Accessories,149.97,3,0.0,52.4895,97.4805
Corporate,New York City,New York,Office Supplies,Binders,931.176,3,0.2,314.2719,616.9041
Corporate,New York City,New York,Technology,Phones,430.88,2,0.0,124.9552,305.9248
Corporate,Lakewood,New Jersey,Office Supplies,Paper,94.85,5,0.0,45.528,49.321999999999996
Corporate,Lakewood,New Jersey,Office Supplies,Envelopes,51.12,4,0.0,23.004,28.115999999999996
Corporate,Lakewood,New Jersey,Technology,Accessories,90.0,1,0.0,32.4,57.6
Corporate,Tempe,Arizona,Office Supplies,Paper,9.408,2,0.2,3.4104,5.997599999999999
Corporate,Tempe,Arizona,Office Supplies,Fasteners,4.672,2,0.2,1.46,3.2119999999999997
Corporate,Tempe,Arizona,Technology,Phones,318.4,2,0.2,107.46,210.94
Corporate,Tempe,Arizona,Office Supplies,Envelopes,12.768,6,0.2,4.6284,8.139600000000002
Corporate,Tempe,Arizona,Office Supplies,Supplies,15.36,2,0.2,-3.264,18.624
Corporate,Tempe,Arizona,Technology,Phones,230.376,3,0.2,20.1579,210.2181
Corporate,Tempe,Arizona,Technology,Accessories,7.16,1,0.2,-0.0895,7.2495
Consumer,New York City,New York,Office Supplies,Storage,375.34,1,0.0,18.767,356.573
Consumer,New York City,New York,Furniture,Furnishings,114.9,5,0.0,39.066,75.834
Consumer,Houston,Texas,Office Supplies,Binders,26.046,3,0.8,-44.2782,70.32419999999999
Consumer,Houston,Texas,Office Supplies,Binders,2.896,1,0.8,-4.7784,7.6744
Consumer,Houston,Texas,Office Supplies,Storage,32.544,2,0.2,-7.7292,40.273199999999996
Consumer,Riverside,California,Office Supplies,Binders,3.984,1,0.2,1.3944,2.5896
Consumer,Fairfield,Connecticut,Furniture,Tables,181.797,1,0.3,-15.5826,197.37959999999998
Consumer,New York City,New York,Office Supplies,Storage,44.94,3,0.0,12.5832,32.3568
Consumer,New York City,New York,Office Supplies,Binders,45.576,3,0.2,15.9516,29.6244
Corporate,Houston,Texas,Furniture,Chairs,318.43,5,0.3,-77.333,395.76300000000003
Corporate,Houston,Texas,Technology,Phones,122.92,7,0.2,46.095,76.825
Corporate,Houston,Texas,Furniture,Furnishings,7.068,3,0.6,-2.8272,9.895199999999999
Corporate,Arlington,Virginia,Office Supplies,Storage,56.45,5,0.0,14.677,41.773
Consumer,Chicago,Illinois,Office Supplies,Binders,13.468,13,0.8,-22.8956,36.363600000000005
Consumer,Grand Prairie,Texas,Technology,Phones,219.8,5,0.2,24.7275,195.07250000000002
Consumer,Grand Prairie,Texas,Furniture,Chairs,317.058,3,0.3,-18.1176,335.1756
Corporate,Seattle,Washington,Technology,Accessories,49.08,3,0.0,4.908,44.172
Corporate,Seattle,Washington,Office Supplies,Storage,324.9,5,0.0,38.988,285.912
Corporate,Seattle,Washington,Office Supplies,Art,18.24,3,0.0,5.2896,12.950399999999998
Home Office,Seattle,Washington,Furniture,Chairs,113.888,2,0.2,9.9652,103.92280000000001
Home Office,Seattle,Washington,Technology,Phones,105.584,2,0.2,7.9188,97.6652
Corporate,Grand Rapids,Michigan,Office Supplies,Fasteners,24.85,7,0.0,11.6795,13.1705
Consumer,Philadelphia,Pennsylvania,Furniture,Furnishings,60.312,3,0.2,5.2773,55.0347
Home Office,Chicago,Illinois,Office Supplies,Art,7.056,3,0.2,2.205,4.851
Home Office,Chicago,Illinois,Technology,Phones,27.184,2,0.2,2.0388,25.145200000000003
Consumer,Seattle,Washington,Technology,Phones,107.984,1,0.2,9.4486,98.5354
Consumer,Seattle,Washington,Office Supplies,Binders,19.296,3,0.2,6.03,13.265999999999998
Corporate,Jacksonville,Florida,Office Supplies,Labels,4.608,2,0.2,1.6704,2.9375999999999998
Corporate,Franklin,Tennessee,Furniture,Tables,79.974,3,0.4,-29.3238,109.2978
Corporate,Franklin,Tennessee,Office Supplies,Binders,2.946,2,0.7,-2.0622,5.0082
Home Office,Highland Park,Illinois,Office Supplies,Binders,3.136,2,0.8,-4.704,7.84
Corporate,Pasadena,Texas,Office Supplies,Paper,20.736,4,0.2,7.2576,13.4784
Corporate,San Francisco,California,Technology,Accessories,99.98,2,0.0,7.9984,91.9816
Corporate,San Francisco,California,Office Supplies,Paper,733.95,7,0.0,352.296,381.65400000000005
Corporate,San Francisco,California,Office Supplies,Appliances,241.44,3,0.0,72.432,169.00799999999998
Corporate,Miami,Florida,Office Supplies,Labels,10.08,4,0.2,3.528,6.552
Consumer,Philadelphia,Pennsylvania,Office Supplies,Storage,281.904,2,0.2,10.5714,271.3326
Consumer,Philadelphia,Pennsylvania,Office Supplies,Envelopes,201.432,3,0.2,67.9833,133.44869999999997
Consumer,Decatur,Alabama,Technology,Phones,135.98,2,0.0,33.995,101.98499999999999
Consumer,Decatur,Alabama,Technology,Phones,44.95,1,0.0,12.586,32.364000000000004
Corporate,Sioux Falls,South Dakota,Technology,Accessories,2.97,3,0.0,1.3068,1.6632000000000002
Corporate,Sioux Falls,South Dakota,Office Supplies,Fasteners,6.54,3,0.0,2.6814,3.8586
Corporate,Visalia,California,Technology,Accessories,7.92,8,0.0,3.4848,4.4352
Consumer,Los Angeles,California,Furniture,Chairs,203.92,5,0.2,22.941,180.97899999999998
Home Office,Los Angeles,California,Technology,Copiers,3359.952,6,0.2,1049.985,2309.9670000000006
Corporate,Overland Park,Kansas,Office Supplies,Fasteners,18.24,3,0.0,9.12,9.12
Corporate,Overland Park,Kansas,Office Supplies,Art,27.78,6,0.0,9.1674,18.6126
Corporate,Alexandria,Virginia,Office Supplies,Art,22.96,7,0.0,7.5768,15.3832
Corporate,Alexandria,Virginia,Technology,Phones,28.99,1,0.0,8.4071,20.5829
Corporate,Alexandria,Virginia,Office Supplies,Paper,12.96,2,0.0,6.3504,6.609600000000001
Corporate,Alexandria,Virginia,Office Supplies,Art,22.96,7,0.0,6.6584,16.3016
Corporate,Alexandria,Virginia,Office Supplies,Supplies,4164.05,5,0.0,83.281,4080.7690000000002
Consumer,Raleigh,North Carolina,Technology,Accessories,47.984,2,0.2,13.1956,34.7884
Consumer,Raleigh,North Carolina,Office Supplies,Paper,4.624,1,0.2,1.6762,2.9478
Corporate,New York City,New York,Furniture,Furnishings,15.24,3,0.0,5.1816,10.058399999999999
Consumer,Fairfield,Ohio,Office Supplies,Binders,63.924,7,0.7,-46.8776,110.80160000000001
Home Office,Muskogee,Oklahoma,Office Supplies,Art,6.56,2,0.0,1.9024,4.6575999999999995
Home Office,Muskogee,Oklahoma,Office Supplies,Appliances,13.11,3,0.0,3.4086,9.7014
Consumer,Temecula,California,Technology,Phones,494.376,3,0.2,49.4376,444.9384
Consumer,Temecula,California,Office Supplies,Binders,29.2,5,0.2,9.855,19.345
Consumer,Temecula,California,Technology,Accessories,248.85,5,0.0,27.3735,221.4765
Consumer,Temecula,California,Technology,Accessories,36.24,1,0.0,15.2208,21.0192
Consumer,Sterling Heights,Michigan,Office Supplies,Art,11.68,2,0.0,3.504,8.176
Consumer,San Diego,California,Office Supplies,Supplies,11.91,3,0.0,0.1191,11.7909
Consumer,San Diego,California,Furniture,Furnishings,3.48,2,0.0,1.1136,2.3664
Consumer,Dallas,Texas,Office Supplies,Binders,30.96,8,0.8,-52.632,83.592
Home Office,New York City,New York,Technology,Machines,1704.89,11,0.0,767.2005,937.6895000000001
Consumer,Phoenix,Arizona,Office Supplies,Binders,19.194,7,0.7,-12.796,31.99
Consumer,Phoenix,Arizona,Office Supplies,Appliances,121.792,4,0.2,13.7016,108.0904
Corporate,San Francisco,California,Technology,Machines,1919.976,3,0.2,215.9973,1703.9787000000001
Consumer,Philadelphia,Pennsylvania,Office Supplies,Binders,50.997,1,0.7,-40.7976,91.7946
Consumer,Philadelphia,Pennsylvania,Office Supplies,Storage,76.792,1,0.2,-16.3183,93.1103
Consumer,Philadelphia,Pennsylvania,Technology,Phones,539.964,6,0.4,-107.9928,647.9568
Consumer,Philadelphia,Pennsylvania,Furniture,Furnishings,60.312,3,0.2,5.2773,55.0347
Consumer,Philadelphia,Pennsylvania,Office Supplies,Binders,1.944,3,0.7,-1.4256,3.3696
Corporate,Laredo,Texas,Office Supplies,Envelopes,12.984,3,0.2,4.7067,8.2773
Corporate,Laredo,Texas,Technology,Phones,217.584,2,0.2,19.0386,198.5454
Corporate,Laredo,Texas,Technology,Phones,328.776,3,0.2,28.7679,300.0081
Corporate,Laredo,Texas,Office Supplies,Binders,2.286,3,0.8,-3.6576,5.9436
Corporate,Laredo,Texas,Technology,Accessories,47.984,2,0.2,14.3952,33.5888
Corporate,New York City,New York,Office Supplies,Binders,25.344,6,0.2,8.8704,16.4736
Consumer,New York City,New York,Office Supplies,Binders,232.4,5,0.2,78.435,153.965
Corporate,Gulfport,Mississippi,Furniture,Furnishings,86.45,7,0.0,38.038,48.412000000000006
Consumer,San Diego,California,Furniture,Chairs,603.92,5,0.2,45.294,558.626
Consumer,San Diego,California,Office Supplies,Paper,81.98,2,0.0,40.1702,41.8098
Consumer,Oceanside,New York,Furniture,Chairs,271.764,2,0.1,48.3136,223.4504
Consumer,Oceanside,New York,Office Supplies,Binders,14.376,3,0.2,4.8519,9.5241
Corporate,Round Rock,Texas,Furniture,Furnishings,341.96,5,0.6,-427.45,769.41
Consumer,Redlands,California,Office Supplies,Art,181.35,9,0.0,48.9645,132.38549999999998
Consumer,Redlands,California,Office Supplies,Labels,8.64,3,0.0,4.2336,4.4064000000000005
Consumer,Columbia,Tennessee,Office Supplies,Appliances,43.512,7,0.2,3.8073,39.7047
Consumer,Columbia,Tennessee,Furniture,Chairs,662.88,3,0.2,74.574,588.306
Consumer,Columbia,Tennessee,Office Supplies,Paper,25.92,5,0.2,9.072,16.848000000000003
Home Office,New York City,New York,Office Supplies,Appliances,68.94,3,0.0,20.682,48.257999999999996
Home Office,New York City,New York,Furniture,Furnishings,128.82,3,0.0,50.2398,78.58019999999999
Consumer,Houston,Texas,Office Supplies,Binders,896.99,5,0.8,-1480.0335,2377.0235000000002
Consumer,Houston,Texas,Office Supplies,Binders,1.234,1,0.8,-1.9744,3.2084
Consumer,Houston,Texas,Office Supplies,Art,67.56,3,0.2,6.756,60.804
Consumer,Houston,Texas,Office Supplies,Paper,21.72,5,0.2,7.8735,13.846499999999999
Consumer,Houston,Texas,Office Supplies,Paper,262.336,8,0.2,95.0968,167.2392
Consumer,Houston,Texas,Technology,Phones,148.48,2,0.2,16.704,131.77599999999998
Consumer,Houston,Texas,Technology,Phones,241.176,3,0.2,15.0735,226.1025
Home Office,Chicago,Illinois,Technology,Accessories,227.976,3,0.2,28.497,199.47899999999998
Home Office,Chicago,Illinois,Technology,Phones,52.68,3,0.2,19.755,32.925
Home Office,Chicago,Illinois,Furniture,Furnishings,2.032,1,0.6,-1.3208,3.3528000000000002
Consumer,Oakland,California,Office Supplies,Art,17.12,4,0.0,4.9648,12.1552
Consumer,Oakland,California,Technology,Phones,431.968,4,0.2,37.7972,394.17080000000004
Consumer,Oakland,California,Furniture,Furnishings,129.92,4,0.0,10.3936,119.5264
Consumer,Oakland,California,Furniture,Tables,568.728,3,0.2,28.4364,540.2915999999999
Consumer,Oakland,California,Office Supplies,Binders,117.144,9,0.2,42.4647,74.67930000000001
Consumer,Oakland,California,Office Supplies,Appliances,203.52,3,0.0,54.9504,148.5696
Consumer,Oakland,California,Office Supplies,Labels,51.75,5,0.0,24.84,26.91
Consumer,Quincy,Massachusetts,Office Supplies,Paper,122.97,3,0.0,60.2553,62.7147
